addressDetailEn,addressDetailTh,addressEn,addressTh,branchNameEn,branchNameTh,districtEn,districtTh,faxExt,faxTh,latitude,longtitude,provinceNameEn,provinceNameTh,subDistrictEn,subDistrictTh,telExt,telTh,timeEn,timeTh,timeWeekendEn,timeWeekendTh,workingHourEn,workingHourTh,workingHourWeekendEn,workingHourWeekendTh,zipCode,code,mobile,branchType
,585/4 หมู่ที่ 6,,585/4 หมู่ที่ 6 ตำบลแพรกษา อำเภอเมืองสมุทรปราการ จังหวัดสมุทรปราการ 10280,,ซอยมังกร,,เมืองสมุทรปราการ,,02-174-3144,13.580379,100.655427,,สมุทรปราการ,,แพรกษา,,021-743-143,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-292,091-889-5888,SOMWANG
,74/4 ซอยรามคำแหง 180,,74/4 ซอยรามคำแหง 180 แขวงมีนบุรี เขตมีนบุรี จังหวัดกรุงเทพฯ 10510,,ซอยรามคำแหง 180,,มีนบุรี,,02-540-1126,13.801963,100.721303,,กรุงเทพฯ,,มีนบุรี,,02-540-1125,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-514,063-905-0202,SOMWANG
,125 ถนนลาดพร้าว 101,,125 ถนนลาดพร้าว 101 แขวงคลองจั่น เขตบางกะปิ จังหวัดกรุงเทพฯ 10240,,ซอยลาดพร้าว 101,,บางกะปิ,,02-187-0318,13.793,100.62791,,กรุงเทพมหานคร,,คลองจั่น,,02-187-0317,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-280,091-889-5222,SOMWANG
,"44/97 ,44/98 หมู่ที่ 2",,"44/97 ,44/98 หมู่ที่ 2 ตำบลบางพูด อำเภอปากเกร็ด จังหวัดนนทบุรี 11120",,ซอยวัดกู้ (นนทบุรี),,ปากเกร็ด,,02-582-1218,13.934534,100.519348,,นนทบุรี,,บางพูด,,02-582-1217,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-246,063-905-2555,SOMWANG
,41/5 หมู่ที่ 6,,41/5 หมู่ที่ 6 ตำบลบางรักพัฒนา อำเภอบางบัวทอง จังหวัดนนทบุรี 11110,,ซอยวัดลาดปลาดุก,,บางบัวทอง,,02-149-9385,13.909134,100.390645,,นนทบุรี,,บางรักพัฒนา,,02-149-9384,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-467,095-367-1919,SOMWANG
,"555/10, 555/11",,"555/10, 555/11 หมู่ที่ 2 ตำบลบ้านกรด อำเภอบางปะอิน จังหวัดพระนครศรีอยุธยา 13160",,ซอยวัดสุทธิ (อยุธยา),,บางปะอิน,,035-253-114,14.316018,100.607346,,พระนครศรีอยุธยา,,บ้านกรด,,035-253-113,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-307,091-889-7222,SOMWANG
,76 ซอยอุดมสุข 51,,76 ซอยอุดมสุข 51 แขวงบางจาก เขตพระโขนง จังหวัดกรุงเทพฯ 10260,,ซอยอุดมสุข 51,,พระโขนง,,02-130-6817,13.680934,100.636767,,กรุงเทพมหานคร,,บางจาก,,02-130-6818,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-358,063-906-4777,SOMWANG
,417 ถนนเสนานิคม 1,,417 ถนนเสนานิคม 1 แขวงลาดพร้าว เขตลาดพร้าว จังหวัดกรุงเทพฯ 10230,,ซอยเสนานิคม,,ลาดพร้าว,,02-570-1989,13.831721,100.598785,,กรุงเทพมหานคร,,ลาดพร้าว,,02-570-1988,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-325,063-905-5559,SOMWANG
,99/32 หมู่ที่ 14,,99/32 หมู่ที่ 14 ตำบลวัดไทร อำเภอเมืองนครสวรรค์ จังหวัดนครสวรรค์ 60000,,ดรีมแลนด์ (นครสวรรค์),,เมืองนครสวรรค์,,056-200-485,15.718944,100.099194,,นครสวรรค์,,วัดไทร,,056-200-475,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-542,091-772-4224,SOMWANG
,"8/10, 8/11 หมู่ที่ 10",,"8/10, 8/11 หมู่ที่ 10 ตำบลดอนศรีชุม อำเภอดอกคำใต้ จังหวัดพะเยา 56120",,ดอกคำใต้ (พะเยา),,ดอกคำใต้,,054-430-897,19.162971,99.991293,,พะเยา,,ดอนศรีชุม,,054-430-896,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-547,091-772-1881,SOMWANG
,"71/11, 71/12 หมู่ที่ 13",,"71/11, 71/12 หมู่ที่ 13 ตำบลไร่ขิง อำเภอสามพราน จังหวัดนครปฐม 73210",,ดอนหวาย-ท่าพูด,,สามพราน,,034-300-473,13.753667,100.28175,,นครปฐม,,ไร่ขิง,,034-300-472,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-444,091-774-7771,SOMWANG
,1801/4 หมู่ที่ 5,,1801/4 หมู่ที่ 5 ตำบลดอนเจดีย์ อำเภอดอนเจดีย์ จังหวัดสุพรรณบุรี 72170,,ดอนเจดีย์ (สุพรรณบุรี),,ดอนเจดีย์,,035-528-482,14.634669,100.007981,,สุพรรณบุรี,,ดอนเจดีย์,,035-528-481,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-556,091-772-1991,SOMWANG
,292/20 หมู่ที่ 4,,292/20 หมู่ที่ 4 ตำบลท่านัด อำเภอดำเนินสะดวก จังหวัดราชบุรี 70130,,ดำเนินสะดวก (ราชบุรี),,ดำเนินสะดวก,,032-720-582,13.53575,99.965,,ราชบุรี,,ท่านัด,,032-720-503,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-555,091-770-9009,SOMWANG
,491 หมูที่ 2,,491 หมูที่ 2 ตำบลด่านขุนทด อำเภอด่านขุนทด จังหวัดนครราชสีมา 30210,,ด่านขุนทด,,ด่านขุนทด,,044-389-421,15.211139,101.768222,,นครราชสีมา,,ด่านขุนทด,,044-389-420,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-161,083-096-8866,SOMWANG
,"407 ,407/1 หมู่ที่ 3",,"407 ,407/1 หมู่ที่ 3 ตำบลด่านซ้าย อำเภอด่านซ้าย จังหวัดเลย 42120",,ด่านซ้าย,,ด่านซ้าย,,042-891-223,17.272831,101.15012,,เลย,,ด่านซ้าย,,042-891-222,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-207,063-904-4422,SOMWANG
,331/3 หมู่ที่ 4,,331/3 หมู่ที่ 4 ตำบลสำโรงเหนือ อำเภอเมืองสมุทรปราการ จังหวัดสมุทรปราการ 10270,,ด่านสำโรง(สมุทรปราการ),,เมืองสุมทรปราการ,,021-307-943,13.634668,100.621705,,สุมทรปราการ,,สำโรงเหนือ,,021-307-942,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-235,063-904-8333,SOMWANG
,348 หมู่ที่ 4,,348 หมู่ที่ 4 ตำบลขุหลุ อำเภอตระการพืชผล จังหวัดอุบลราชธานี 34130,,ตระการพืชผล,,ตระการพืชผล,,045-481-098,15.610747,105.025975,,อุบลราชธานี,,ขุหลุ,,045-481-097,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-218,063-904-7000,SOMWANG
,110/2 ถนนรัษฎา,,110/2 ถนนรัษฎา ตำบลทับเที่ยง อำเภอเมืองตรัง จังหวัดตรัง 92000,,ตรัง,,เมืองตรัง,,075 571 604,7.542996,99.615786,,ตรัง,,ทับเที่ยง,,075 571 603,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-051,082-843-8000,SOMWANG
,234 ถนนห้วยยอด,,234 ถนนห้วยยอด ตำบลทับเที่ยง อำเภอเมืองตรัง จังหวัดตรัง 92000,,ตรัง 2,,เมืองตรัง,,075-290-126,7.566437,99.605277,,ตรัง,,ทับเที่ยง,,075-290-125,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-540,091-770-6116,SOMWANG
,308/3 หมู่ที่ 2,,308/3 หมู่ที่ 2 ตำบลวังกระแจะ อำเภอเมืองตราด จังหวัดตราด 23000,,ตราด,,เมืองตราด,,039-512-279,12.252366,102.509195,,ตราด,,วังกระแจะ,,039-512-280,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-131,091-808-6000,SOMWANG
,76/27 หมู่ที่ 1,,76/27 หมู่ที่ 1 ตำบลบ้านใหม่ อำเภอปากเกร็ด จังหวัดนนทบุรี 11120,,ตลาดดวงแก้ว(ถนนติวานนท์),,ปากเกร็ด,,02-583-4859,13.948743,100.546517,,นนทบุรี,,บ้านใหม่,,02-583-4889,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-144,091-009-8000,SOMWANG
,464/45-46 หมู่ที่ 18,,464/45-46 หมู่ที่ 18 ตำบลขามใหญ่ อำเภอเมืองอุบลราชธานี จังหวัดอุบลราชธานี 34000,,ตลาดดอนกลาง (อุบลราชธานี),,เมืองอุบลราชธานี,,045-429-439,15.281588,104.838783,,อุบลราชธานี,,ขามใหญ่,,045-429-438,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-491,063-904-7007,SOMWANG
,"257, 259 ถนนบูรพาใน",,"257, 259 ถนนบูรพาใน ตำบลในเมือง อำเภอเมืองอุบลราชธานี จังหวัดอุบลราชธานี 34000",,ตลาดบ้านดู่ (อุบลราชธานี),,เมืองอุบลราชธานี,,045-429-625,15.236787,104.869419,,อุบลราชธานี,,ในเมือง,,045-429-624,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-295,091-889-6600,SOMWANG
,"11/214, 11/215 หมู่ที่ 4",,"11/214, 11/215 หมู่ที่ 4 ตำบลมาบยางพร อำเภอปลวกแดง จังหวัดระยอง 21140",,ตลาดป่ามะพร้าว (อมตะซิตี้),,ปลวกแดง,,038-017-277,12.997716,101.099753,,ระยอง,,มาบยางพร,,038-017-270,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-327,063-905-5558,SOMWANG
,1359/2 ถนนเทอดไทย,,1359/2 ถนนเทอดไทย แขวงตลาดพลู เขตธนบุรี จังหวัดกรุงเทพฯ 10600,,ตลาดพลู,,ธนบุรี,,024-665-852,13.720137,100.47481,,กรุงเทพมหานคร,,ตลาดพลู,,02-466-5851,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-192,091-736-2999,SOMWANG
,262/4 หมู่ที่ 18,,262/4 หมู่ที่ 18 ตำบลป่าสัก อำเภอเมืองลำพูน จังหวัดลำพูน 51000,,ตลาดลำพูนจตุจักร,,เมืองลำพูน,,053-093-872,18.559278,99.037306,,ลำพูน,,ป่าสัก,,053-093-873,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-188,063-901-0444,SOMWANG
,"281/2, 281/3 หมู่ที่ 4",,"281/2, 281/3 หมู่ที่ 4 ตำบลปลวกแดง อำเภอปลวกแดง จังหวัดระยอง 21140",,ตลาดลุงอ้วน (ปลวกแดง),,ปลวกแดง,,038-017-264,13.0169,101.151323,,ระยอง,,ปลวกแดง,,038-017-263,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-516,063-904-9339,SOMWANG
,29/8 หมู่ที่ 11,,29/8 หมู่ที่ 11 ตำบลบางปะกง อำเภอบางปะกง จังหวัดฉะเชิงเทรา 24130,,ตลาดล่าง-บางปะกง,,บางปะกง,,038-531-412,13.50856,100.983512,,ฉะเชิงเทรา,,บางปะกง,,038-531-411,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-481,095-367-3344,SOMWANG
,59/4 - 5 หมู่ที่ 1,,59/4 - 5 หมู่ที่ 1 แขวงสายไหม เขตสายไหม จังหวัดกรุงเทพฯ 10220,,ตลาดวงศกร (สายไหม),,สายไหม,,02-533-3015,13.92159,100.683614,,กรุงเทพมหานคร,,สายไหม,,02 533 3016,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-083,082-563-8000,SOMWANG
